Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
jabref,cli,src/main/java/org/jabref/model/openoffice/uno/UnoCrossRef.java,model,model,86.40,model,86.40,model,86.40,model,86.40,model,86.40,model,86.40,model,86.40,model,86.40,None,86.40
jabref,cli,src/main/java/org/jabref/gui/externalfiles/AutoSetFileLinksUtil.java,gui,gui,64.80,gui,64.80,gui,64.80,gui,64.80,gui,64.80,gui,64.80,None,64.80,None,64.80,None,64.80
jabref,cli,src/main/java/org/jabref/gui/dialogs/BackupUIManager.java,gui,gui,66.57,gui,66.57,gui,66.57,gui,66.57,gui,66.57,gui,66.57,None,66.57,None,66.57,None,66.57
jabref,cli,src/main/java/org/jabref/logic/exporter/BlankLineBehaviour.java,logic,logic,55.97,logic,55.97,logic,55.97,logic,55.97,logic,55.97,None,55.97,None,55.97,None,55.97,None,55.97
jabref,cli,src/main/java/org/jabref/model/search/rules/SentenceAnalyzer.java,model,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,None,88.77
jabref,cli,src/main/java/org/jabref/gui/mergeentries/MergeEntriesAction.java,gui,gui,68.71,gui,68.71,gui,68.71,gui,68.71,gui,68.71,gui,68.71,None,68.71,None,68.71,None,68.71
jabref,cli,src/main/java/org/jabref/logic/layout/format/CreateDocBook5Authors.java,logic,logic,55.04,logic,55.04,logic,55.04,logic,55.04,logic,55.04,None,55.04,None,55.04,None,55.04,None,55.04
jabref,cli,src/main/java/org/jabref/logic/util/io/AutoLinkPreferences.java,logic,logic,53.28,logic,53.28,logic,53.28,logic,53.28,logic,53.28,None,53.28,None,53.28,None,53.28,None,53.28
jabref,cli,src/main/java/org/jabref/gui/copyfiles/CopyFilesResultItemViewModel.java,gui,gui,73.27,gui,73.27,gui,73.27,gui,73.27,gui,73.27,gui,73.27,gui,73.27,None,73.27,None,73.27
jabref,cli,src/main/java/org/jabref/logic/importer/IdParserFetcher.java,logic,logic,52.83,logic,52.83,logic,52.83,logic,52.83,logic,52.83,None,52.83,None,52.83,None,52.83,None,52.83
jabref,cli,src/main/java/org/jabref/preferences/ExternalApplicationsPreferences.java,preferences,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25,preferences,92.25
jabref,cli,buildSrc/src/copied/java/org/jabref/logic/journals/AbbreviationWriter.java,logic,logic,54.57,logic,54.57,logic,54.57,logic,54.57,logic,54.57,None,54.57,None,54.57,None,54.57,None,54.57
jabref,cli,src/main/java/org/jabref/logic/integrity/FileChecker.java,logic,logic,54.21,logic,54.21,logic,54.21,logic,54.21,logic,54.21,None,54.21,None,54.21,None,54.21,None,54.21
jabref,cli,src/main/java/org/jabref/model/openoffice/rangesort/RangeOverlapKind.java,model,model,94.33,model,94.33,model,94.33,model,94.33,model,94.33,model,94.33,model,94.33,model,94.33,model,94.33
jabref,cli,src/main/java/org/jabref/logic/importer/OpenDatabase.java,logic,logic,54.57,logic,54.57,logic,54.57,logic,54.57,logic,54.57,None,54.57,None,54.57,None,54.57,None,54.57
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/ClearFormatter.java,logic,logic,55.04,logic,55.04,logic,55.04,logic,55.04,logic,55.04,None,55.04,None,55.04,None,55.04,None,55.04
jabref,cli,src/main/java/org/jabref/logic/l10n/LocalizationKey.java,logic,logic,54.76,logic,54.76,logic,54.76,logic,54.76,logic,54.76,None,54.76,None,54.76,None,54.76,None,54.76
jabref,cli,src/main/java/org/jabref/logic/importer/util/GroupsParser.java,logic,logic,44.93,logic,44.93,logic,44.93,logic,44.93,None,44.93,None,44.93,None,44.93,None,44.93,None,44.93
jabref,cli,src/main/java/org/jabref/gui/maintable/SearchShortScienceAction.java,gui,gui,71.84,gui,71.84,gui,71.84,gui,71.84,gui,71.84,gui,71.84,gui,71.84,None,71.84,None,71.84
jabref,cli,src/main/java/org/jabref/logic/net/ProxyAuthenticator.java,logic,logic,58.60,logic,58.60,logic,58.60,logic,58.60,logic,58.60,None,58.60,None,58.60,None,58.60,None,58.60
jabref,cli,src/main/java/org/jabref/logic/importer/PagedSearchBasedParserFetcher.java,logic,logic,52.62,logic,52.62,logic,52.62,logic,52.62,logic,52.62,None,52.62,None,52.62,None,52.62,None,52.62
jabref,cli,src/main/java/org/jabref/logic/bibtex/BibEntryWriter.java,logic,logic,50.67,logic,50.67,logic,50.67,logic,50.67,logic,50.67,None,50.67,None,50.67,None,50.67,None,50.67
jabref,cli,src/main/java/org/jabref/gui/entryeditor/OptionalFields2Tab.java,gui,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34,preferences,97.34
jabref,cli,src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,gui,gui,60.41,gui,60.41,gui,60.41,gui,60.41,gui,60.41,gui,60.41,None,60.41,None,60.41,None,60.41
jabref,cli,src/main/java/org/jabref/gui/autocompleter/EmptySuggestionProvider.java,gui,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,None,64.25,None,64.25,None,64.25
jabref,cli,src/main/java/org/jabref/gui/preferences/protectedterms/ProtectedTermsTabViewModel.java,gui,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13,preferences,104.13
jabref,cli,src/main/java/org/jabref/gui/openoffice/OOBibBaseConnect.java,gui,gui,70.60,gui,70.60,gui,70.60,gui,70.60,gui,70.60,gui,70.60,gui,70.60,None,70.60,None,70.60
jabref,cli,src/main/java/org/jabref/gui/maintable/PersistenceVisualStateTable.java,gui,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28,preferences,105.28
jabref,cli,src/main/java/org/jabref/logic/layout/format/RemoveWhitespace.java,logic,logic,57.52,logic,57.52,logic,57.52,logic,57.52,logic,57.52,None,57.52,None,57.52,None,57.52,None,57.52
jabref,cli,src/main/java/org/jabref/gui/importer/actions/MergeReviewIntoCommentAction.java,gui,gui,63.61,gui,63.61,gui,63.61,gui,63.61,gui,63.61,gui,63.61,None,63.61,None,63.61,None,63.61
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/ZbMATH.java,logic,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99,preferences,92.99
jabref,cli,src/main/java/org/jabref/gui/cleanup/CleanupPresetPanel.java,gui,gui,57.93,gui,57.93,gui,57.93,gui,57.93,gui,57.93,None,57.93,None,57.93,None,57.93,None,57.93
jabref,cli,src/main/java/org/jabref/model/openoffice/uno/UnoCast.java,model,model,93.10,model,93.10,model,93.10,model,93.10,model,93.10,model,93.10,model,93.10,model,93.10,model,93.10
jabref,cli,src/main/java/org/jabref/model/groups/GroupEntryChanger.java,model,model,91.83,model,91.83,model,91.83,model,91.83,model,91.83,model,91.83,model,91.83,model,91.83,model,91.83
jabref,cli,src/main/java/org/jabref/gui/push/PushToApplication.java,gui,gui,64.45,gui,64.45,gui,64.45,gui,64.45,gui,64.45,gui,64.45,None,64.45,None,64.45,None,64.45
jabref,cli,src/main/java/org/jabref/logic/shared/DatabaseLocation.java,logic,logic,55.97,logic,55.97,logic,55.97,logic,55.97,logic,55.97,None,55.97,None,55.97,None,55.97,None,55.97
jabref,cli,src/main/java/org/jabref/gui/preferences/groups/GroupsTab.java,gui,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10,preferences,96.10
jabref,cli,src/main/java/org/jabref/gui/push/PushToTeXstudio.java,gui,gui,65.00,gui,65.00,gui,65.00,gui,65.00,gui,65.00,gui,65.00,None,65.00,None,65.00,None,65.00
jabref,cli,src/main/java/org/jabref/gui/collab/DatabaseChangesResolverDialog.java,gui,gui,59.86,gui,59.86,gui,59.86,gui,59.86,gui,59.86,None,59.86,None,59.86,None,59.86,None,59.86
jabref,cli,src/main/java/org/jabref/gui/edit/automaticfiededitor/AutomaticFieldEditorAction.java,gui,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,None,64.25,None,64.25,None,64.25
jabref,cli,src/main/java/org/jabref/model/entry/event/EntriesEvent.java,model,model,98.54,model,98.54,model,98.54,model,98.54,model,98.54,model,98.54,model,98.54,model,98.54,model,98.54
jabref,cli,src/main/java/org/jabref/model/metadata/MetaData.java,model,model,112.33,model,112.33,model,112.33,model,112.33,model,112.33,model,112.33,model,112.33,model,112.33,model,112.33
jabref,cli,src/main/java/org/jabref/gui/bibtexextractor/ExtractBibtexAction.java,gui,gui,64.80,gui,64.80,gui,64.80,gui,64.80,gui,64.80,gui,64.80,None,64.80,None,64.80,None,64.80
jabref,cli,src/main/java/org/jabref/gui/libraryproperties/constants/ConstantsPropertiesViewModel.java,gui,gui,61.06,gui,61.06,gui,61.06,gui,61.06,gui,61.06,gui,61.06,None,61.06,None,61.06,None,61.06
jabref,cli,src/main/java/org/jabref/gui/libraryproperties/contentselectors/ContentSelectorViewModel.java,gui,gui,61.58,gui,61.58,gui,61.58,gui,61.58,gui,61.58,gui,61.58,None,61.58,None,61.58,None,61.58
jabref,cli,src/main/java/org/jabref/logic/layout/format/Default.java,logic,logic,55.49,logic,55.49,logic,55.49,logic,55.49,logic,55.49,None,55.49,None,55.49,None,55.49,None,55.49
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/MrDLibFetcher.java,logic,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58,preferences,101.58
jabref,cli,src/main/java/org/jabref/gui/duplicationFinder/DuplicateSearch.java,gui,gui,64.74,gui,64.74,gui,64.74,gui,64.74,gui,64.74,gui,64.74,None,64.74,None,64.74,None,64.74
jabref,cli,src/main/java/org/jabref/gui/importer/ImportEntriesViewModel.java,gui,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19,preferences,102.19
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeNamesFormatter.java,logic,logic,54.86,logic,54.86,logic,54.86,logic,54.86,logic,54.86,None,54.86,None,54.86,None,54.86,None,54.86
jabref,cli,src/main/java/org/jabref/gui/search/GlobalSearchResultDialogViewModel.java,gui,gui,65.88,gui,65.88,gui,65.88,gui,65.88,gui,65.88,gui,65.88,None,65.88,None,65.88,None,65.88
jabref,cli,src/main/java/org/jabref/gui/openoffice/Bootstrap.java,gui,gui,55.07,gui,55.07,gui,55.07,gui,55.07,gui,55.07,None,55.07,None,55.07,None,55.07,None,55.07
jabref,cli,src/main/java/org/jabref/gui/externalfiles/ChainedFilters.java,gui,gui,63.90,gui,63.90,gui,63.90,gui,63.90,gui,63.90,gui,63.90,None,63.90,None,63.90,None,63.90
jabref,cli,src/main/java/org/jabref/gui/maintable/MainTableDataModel.java,gui,gui,59.86,gui,59.86,gui,59.86,gui,59.86,gui,59.86,None,59.86,None,59.86,None,59.86,None,59.86
jabref,cli,src/main/java/org/jabref/gui/util/BindingsHelper.java,gui,gui,50.67,gui,50.67,gui,50.67,gui,50.67,gui,50.67,None,50.67,None,50.67,None,50.67,None,50.67
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/BiodiversityLibrary.java,logic,logic,47.83,logic,47.83,logic,47.83,logic,47.83,None,47.83,None,47.83,None,47.83,None,47.83,None,47.83
jabref,cli,src/main/java/org/jabref/gui/keyboard/CodeAreaKeyBindings.java,gui,gui,56.02,gui,56.02,gui,56.02,gui,56.02,gui,56.02,None,56.02,None,56.02,None,56.02,None,56.02
jabref,cli,src/main/java/org/jabref/logic/auxparser/AuxParserResult.java,logic,logic,55.50,logic,55.50,logic,55.50,logic,55.50,logic,55.50,None,55.50,None,55.50,None,55.50,None,55.50
jabref,cli,src/main/java/org/jabref/gui/collab/preamblechange/PreambleChangeDetailsView.java,gui,gui,64.11,gui,64.11,gui,64.11,gui,64.11,gui,64.11,gui,64.11,None,64.11,None,64.11,None,64.11
jabref,cli,src/main/java/org/jabref/logic/layout/format/DocBookAuthorFormatter.java,logic,logic,54.23,logic,54.23,logic,54.23,logic,54.23,logic,54.23,None,54.23,None,54.23,None,54.23,None,54.23
jabref,cli,src/main/java/org/jabref/preferences/GuiPreferences.java,preferences,preferences,83.49,preferences,83.49,preferences,83.49,preferences,83.49,preferences,83.49,preferences,83.49,preferences,83.49,preferences,83.49,None,83.49
jabref,cli,src/main/java/org/jabref/logic/integrity/UrlChecker.java,logic,logic,55.17,logic,55.17,logic,55.17,logic,55.17,logic,55.17,None,55.17,None,55.17,None,55.17,None,55.17
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/transformers/IEEEQueryTransformer.java,logic,logic,53.14,logic,53.14,logic,53.14,logic,53.14,logic,53.14,None,53.14,None,53.14,None,53.14,None,53.14
jabref,cli,src/main/java/org/jabref/logic/layout/format/AuthorFirstLastCommas.java,logic,logic,55.67,logic,55.67,logic,55.67,logic,55.67,logic,55.67,None,55.67,None,55.67,None,55.67,None,55.67
jabref,cli,src/main/java/org/jabref/gui/openoffice/OOBibBase.java,gui,gui,60.56,gui,60.56,gui,60.56,gui,60.56,gui,60.56,gui,60.56,None,60.56,None,60.56,None,60.56
jabref,cli,src/main/java/org/jabref/gui/preferences/linkedfiles/LinkedFilesTabViewModel.java,gui,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51,preferences,97.51
jabref,cli,src/main/java/org/jabref/gui/preferences/entryeditor/EntryEditorTabViewModel.java,gui,preferences,82.86,preferences,82.86,preferences,82.86,preferences,82.86,preferences,82.86,preferences,82.86,preferences,82.86,preferences,82.86,None,82.86
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizePagesFormatter.java,logic,logic,53.75,logic,53.75,logic,53.75,logic,53.75,logic,53.75,None,53.75,None,53.75,None,53.75,None,53.75
jabref,cli,src/main/java/org/jabref/logic/util/strings/XmlCharsMap.java,logic,logic,48.17,logic,48.17,logic,48.17,logic,48.17,None,48.17,None,48.17,None,48.17,None,48.17,None,48.17
jabref,cli,src/main/java/org/jabref/model/openoffice/ootext/OOTextIntoOO.java,model,model,55.71,model,55.71,model,55.71,model,55.71,model,55.71,None,55.71,None,55.71,None,55.71,None,55.71
jabref,cli,src/main/java/org/jabref/gui/util/comparator/SpecialFieldComparator.java,gui,gui,73.80,gui,73.80,gui,73.80,gui,73.80,gui,73.80,gui,73.80,gui,73.80,None,73.80,None,73.80
jabref,cli,src/main/java/org/jabref/gui/util/IconValidationDecorator.java,gui,gui,63.07,gui,63.07,gui,63.07,gui,63.07,gui,63.07,gui,63.07,None,63.07,None,63.07,None,63.07
jabref,cli,src/main/java/org/jabref/gui/mergeentries/newmergedialog/fieldsmerger/CommentMerger.java,gui,gui,64.87,gui,64.87,gui,64.87,gui,64.87,gui,64.87,gui,64.87,None,64.87,None,64.87,None,64.87
jabref,cli,src/main/java/org/jabref/logic/openoffice/style/OOFormatBibliography.java,logic,logic,51.26,logic,51.26,logic,51.26,logic,51.26,logic,51.26,None,51.26,None,51.26,None,51.26,None,51.26
jabref,cli,src/main/java/org/jabref/model/groups/TexGroup.java,model,model,78.93,model,78.93,model,78.93,model,78.93,model,78.93,model,78.93,model,78.93,None,78.93,None,78.93
jabref,cli,src/main/java/org/jabref/logic/exporter/Exporter.java,logic,logic,52.07,logic,52.07,logic,52.07,logic,52.07,logic,52.07,None,52.07,None,52.07,None,52.07,None,52.07
jabref,cli,src/main/java/org/jabref/model/ChainNode.java,model,model,113.78,model,113.78,model,113.78,model,113.78,model,113.78,model,113.78,model,113.78,model,113.78,model,113.78
jabref,cli,src/main/java/org/jabref/gui/util/StreamGobbler.java,gui,gui,63.80,gui,63.80,gui,63.80,gui,63.80,gui,63.80,gui,63.80,None,63.80,None,63.80,None,63.80
jabref,cli,src/main/java/org/jabref/gui/collab/entrychange/EntryWithPreviewAndSourceDetailsView.java,gui,gui,64.61,gui,64.61,gui,64.61,gui,64.61,gui,64.61,gui,64.61,None,64.61,None,64.61,None,64.61
jabref,cli,src/main/java/org/jabref/gui/texparser/ParseLatexResultView.java,gui,gui,63.83,gui,63.83,gui,63.83,gui,63.83,gui,63.83,gui,63.83,None,63.83,None,63.83,None,63.83
jabref,cli,src/main/java/org/jabref/logic/importer/ImporterPreferences.java,logic,logic,55.92,logic,55.92,logic,55.92,logic,55.92,logic,55.92,None,55.92,None,55.92,None,55.92,None,55.92
jabref,cli,src/main/java/org/jabref/gui/preferences/PreferencesDialogView.java,gui,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77,preferences,92.77
jabref,cli,src/main/java/org/jabref/gui/autocompleter/AutoCompletionStrategy.java,gui,gui,65.40,gui,65.40,gui,65.40,gui,65.40,gui,65.40,gui,65.40,None,65.40,None,65.40,None,65.40
jabref,cli,src/main/java/org/jabref/logic/bst/util/BstTextPrefixer.java,logic,logic,55.91,logic,55.91,logic,55.91,logic,55.91,logic,55.91,None,55.91,None,55.91,None,55.91,None,55.91
jabref,cli,src/main/java/org/jabref/model/util/TreeCollector.java,model,model,109.08,model,109.08,model,109.08,model,109.08,model,109.08,model,109.08,model,109.08,model,109.08,model,109.08
jabref,cli,src/main/java/org/jabref/logic/util/UnknownFileType.java,logic,logic,55.41,logic,55.41,logic,55.41,logic,55.41,logic,55.41,None,55.41,None,55.41,None,55.41,None,55.41
jabref,cli,src/main/java/org/jabref/gui/journals/UndoableUnabbreviator.java,gui,gui,70.89,gui,70.89,gui,70.89,gui,70.89,gui,70.89,gui,70.89,gui,70.89,None,70.89,None,70.89
jabref,cli,src/main/java/org/jabref/gui/externalfiles/DateRange.java,gui,gui,64.57,gui,64.57,gui,64.57,gui,64.57,gui,64.57,gui,64.57,None,64.57,None,64.57,None,64.57
jabref,cli,src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java,gui,gui,57.05,gui,57.05,gui,57.05,gui,57.05,gui,57.05,None,57.05,None,57.05,None,57.05,None,57.05
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/isbntobibtex/DoiToBibtexConverterComIsbnFetcher.java,logic,logic,52.52,logic,52.52,logic,52.52,logic,52.52,logic,52.52,None,52.52,None,52.52,None,52.52,None,52.52
jabref,cli,src/main/java/org/jabref/logic/integrity/ValidCitationKeyChecker.java,logic,logic,54.97,logic,54.97,logic,54.97,logic,54.97,logic,54.97,None,54.97,None,54.97,None,54.97,None,54.97
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/mods/Identifier.java,logic,logic,57.42,logic,57.42,logic,57.42,logic,57.42,logic,57.42,None,57.42,None,57.42,None,57.42,None,57.42
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/PatentTypeEditorViewModel.java,gui,gui,60.59,gui,60.59,gui,60.59,gui,60.59,gui,60.59,gui,60.59,None,60.59,None,60.59,None,60.59
jabref,cli,src/main/java/org/jabref/model/groups/RegexKeywordGroup.java,model,model,86.48,model,86.48,model,86.48,model,86.48,model,86.48,model,86.48,model,86.48,model,86.48,None,86.48
jabref,cli,src/main/java/org/jabref/logic/layout/format/CreateBibORDFAuthors.java,logic,logic,55.24,logic,55.24,logic,55.24,logic,55.24,logic,55.24,None,55.24,None,55.24,None,55.24,None,55.24
jabref,cli,src/main/java/org/jabref/model/search/matchers/OrMatcher.java,model,model,93.40,model,93.40,model,93.40,model,93.40,model,93.40,model,93.40,model,93.40,model,93.40,model,93.40
jabref,cli,src/main/java/org/jabref/logic/bst/BstVM.java,logic,logic,54.55,logic,54.55,logic,54.55,logic,54.55,logic,54.55,None,54.55,None,54.55,None,54.55,None,54.55
jabref,cli,src/main/java/org/jabref/model/entry/field/Field.java,model,model,92.12,model,92.12,model,92.12,model,92.12,model,92.12,model,92.12,model,92.12,model,92.12,model,92.12
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/MedlineImporter.java,logic,logic,42.33,logic,42.33,logic,42.33,logic,42.33,None,42.33,None,42.33,None,42.33,None,42.33,None,42.33
jabref,cli,src/main/java/org/jabref/gui/exporter/ExportToClipboardAction.java,gui,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36,preferences,99.36
